# Taeron Reflow Oven run log
# firmware,v2.0-dev
# profile,STEP 250 C
# started_at_epoch,1789071625
# started_at_local,2026-09-10 13:20:25 PDT
# entered_at_s,0.0
# wall clock of a row = started_at_epoch + elapsed_s
elapsed_s,target_c,actual_c,relay,cold_c,cpu_c
# event,0.0,run_started,profile=STEP 250 C
587.4,109.03,119.563,0,47.25,33.86
588.4,108.85,119.313,0,47.25,34.50
589.4,108.68,119.125,0,47.25,34.07
590.6,108.46,118.875,0,47.25,34.08
591.9,108.24,118.625,0,47.25,33.86
592.9,108.07,118.500,0,47.31,34.29
594.1,107.85,118.250,0,47.31,34.29
595.4,107.63,118.000,0,47.25,33.65
596.4,107.46,117.813,0,47.25,33.43
597.4,107.28,117.688,0,47.25,34.07
598.4,107.10,117.375,0,47.25,34.07
599.4,106.93,117.250,0,47.31,34.07
600.4,106.75,117.063,0,47.25,33.64
601.4,106.58,116.875,0,47.31,34.29
602.6,106.36,116.688,0,47.31,33.86
603.9,106.14,116.438,0,47.31,33.65
604.9,105.97,116.188,0,47.25,34.29
606.1,105.75,116.000,0,47.25,33.86
607.1,105.57,115.750,0,47.25,34.29
608.4,105.36,115.625,0,47.31,34.07
609.4,105.18,115.500,0,47.31,34.29
610.7,104.96,115.188,0,47.31,33.64
611.9,104.74,114.875,0,47.25,33.86
612.9,104.57,114.750,0,47.25,34.29
614.1,104.35,114.563,0,47.25,34.50
615.1,104.17,114.375,0,47.25,34.29
616.1,104.00,114.250,0,47.25,33.64
617.1,103.82,114.000,0,47.25,34.07
618.2,103.64,113.938,0,47.31,34.07
619.4,103.43,113.688,0,47.25,33.86
620.4,103.25,113.438,0,47.25,33.86
621.4,103.08,113.375,0,47.31,34.29
622.6,102.89,113.063,0,47.25,34.07
623.6,102.74,112.938,0,47.25,33.64
624.9,102.57,112.813,0,47.31,34.07
626.1,102.39,112.563,0,47.31,34.50
627.4,102.21,112.250,0,47.25,33.86
628.4,102.07,112.125,0,47.31,33.86
629.6,101.89,111.875,0,47.25,33.86
630.9,101.72,111.688,0,47.25,34.07
631.9,101.57,111.625,0,47.25,34.07
632.9,101.43,111.438,0,47.25,33.86
633.9,101.29,111.188,0,47.25,34.07
634.9,101.15,111.063,0,47.25,33.86
635.9,101.00,110.875,0,47.25,34.07
636.9,100.86,110.688,0,47.19,33.86
638.1,100.69,110.563,0,47.25,34.29
639.1,100.54,110.438,0,47.19,34.29
640.1,100.40,110.250,0,47.25,34.28
641.4,100.23,110.000,0,47.19,34.08
642.4,100.08,109.875,0,47.25,34.07
643.4,99.94,109.688,0,47.19,33.64
644.4,99.80,109.500,0,47.19,33.86
645.4,99.66,109.313,0,47.19,34.08
646.4,99.51,109.250,0,47.25,34.29
647.6,99.33,109.000,0,47.19,34.50
648.7,99.19,108.813,0,47.19,33.86
649.9,99.02,108.625,0,47.19,34.07
651.1,98.84,108.438,0,47.19,33.64
652.1,98.70,108.313,0,47.19,34.07
653.1,98.56,108.188,0,47.19,34.29
654.4,98.38,107.938,0,47.19,34.07
655.4,98.23,107.813,0,47.19,34.29
656.6,98.06,107.625,0,47.19,34.07
657.6,97.92,107.375,0,47.13,33.65
658.9,97.74,107.250,0,47.19,34.29
659.9,97.60,107.125,0,47.19,33.64
660.9,97.45,106.938,0,47.13,34.50
