# from run-0022-console.txt; duty is the COMMANDED duty, which the run log does not carry
elapsed_s,state,temp_c,target_c,duty,relay,cold_c,cpu_c
333.78,running,203.5625,198.99,0.000,0,47.13,34.07
334.78,running,203.0625,198.50,0.000,0,47.19,34.28
335.78,running,202.6250,198.01,0.000,0,47.19,34.28
336.81,running,201.8125,197.50,0.000,0,47.25,34.07
337.79,running,201.3750,197.02,0.000,0,47.31,33.43
338.82,running,200.8750,196.51,0.000,0,47.38,34.07
339.78,running,200.4375,196.04,0.000,0,47.44,33.65
340.78,running,200.0625,195.55,0.000,0,47.50,33.86
341.78,running,199.5000,195.05,0.000,0,47.56,34.07
342.78,running,198.9375,194.56,0.000,0,47.56,34.50
343.78,running,198.4375,194.07,0.000,0,47.63,33.43
344.78,running,198.0000,193.57,0.000,0,47.69,34.29
345.85,running,197.5625,193.05,0.000,0,47.75,33.64
346.78,running,196.9375,192.59,0.000,0,47.75,33.86
