# duty is the COMMANDED duty, which the run log does not carry;
# it is the input signal the plant identification needs.
elapsed_s,state,temp_c,target_c,duty,relay,cold_c,cpu_c
230.53,running,122.9375,125.00,0.633,1,30.38,35.35
231.53,running,123.1250,125.00,0.581,1,30.44,34.93
232.54,running,123.1875,125.00,0.564,1,30.44,34.93
233.54,running,123.5000,125.00,0.474,0,30.50,34.92
234.53,running,123.6875,125.00,0.424,1,30.56,34.93
235.54,running,124.0000,125.00,0.318,1,30.56,34.50
236.53,running,124.2500,125.00,0.277,0,30.56,34.50
237.54,running,124.5000,125.00,0.225,0,30.63,34.71
238.57,running,124.6875,125.00,0.187,0,30.63,34.71
239.57,running,124.8750,125.00,0.158,0,30.69,34.93
240.54,running,124.9375,125.00,0.177,0,30.69,34.92
241.54,running,125.0625,125.00,0.166,0,30.69,35.56
242.53,running,125.2500,125.00,0.123,0,30.75,34.71
243.53,running,125.2500,125.00,0.134,0,30.75,34.93
244.54,running,125.3125,125.00,0.129,0,30.81,34.93
245.54,running,125.3125,125.00,0.158,0,30.81,35.35
246.54,running,125.3125,125.00,0.168,0,30.81,35.14
247.54,running,125.4375,125.00,0.118,0,30.88,34.93
248.54,running,125.4375,125.00,0.117,0,30.94,34.92
249.54,running,125.3125,125.00,0.163,0,30.88,34.71
250.55,running,125.3125,125.00,0.174,0,30.94,34.71
251.53,running,125.2500,125.00,0.206,0,31.00,34.71
252.53,running,125.1875,125.00,0.209,0,31.00,34.71
253.53,running,125.1250,125.00,0.232,0,31.00,35.78
254.55,running,125.1250,125.00,0.223,0,31.06,34.28
255.60,running,125.1875,125.00,0.186,1,31.13,34.93
256.54,running,125.0000,125.00,0.250,0,31.13,34.92
257.53,running,124.9375,125.00,0.273,0,31.19,34.50
258.53,running,124.8125,125.00,0.333,0,31.13,34.71
259.54,running,124.7500,125.00,0.326,1,31.19,34.49
260.54,running,124.6875,125.00,0.322,1,31.25,34.92
261.54,running,124.6875,125.00,0.311,0,31.25,34.71
262.54,running,124.6250,125.00,0.349,0,31.25,34.72
263.53,running,124.6875,125.00,0.303,1,31.31,34.92
264.53,running,124.6250,125.00,0.328,0,31.31,35.35
265.53,running,124.6250,125.00,0.320,0,31.38,34.49
266.53,running,124.6250,125.00,0.332,0,31.38,34.71
